call_id,input_preview,input_length_chars,success,elapsed_s,result_keys,result_key_count,result_json_snippet,error
186,We conducted a multi-centre observational study at a specialist maxillofacial unit in the United Kingdom enrolling patie,740,True,18.1023,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral potentially malignant disorder (OPMD), inc",
187,We conducted a pragmatic cluster RCT at a rural primary care dental practice in China enrolling patients with erythropla,704,True,16.5567,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with erythroplakia (a potentially malignant oral les",
188,We conducted a randomised controlled trial at a tertiary referral cancer centre in Sri Lanka enrolling patients with ora,664,True,21.9315,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral lichen planus (a potentially malignant ora",
189,We conducted a cross-sectional survey at a tertiary referral cancer centre in Taiwan enrolling patients with chronic per,728,True,27.4465,population,1,"{""population"": {""innocuous_lesions"": {""selected"": true, ""comment"": ""Patients with chronic periodontitis enrolled at a tertiary referral cancer centre, stratified by lesion severity; majority represent",
190,We conducted a double-blind placebo-controlled trial at a community oral health clinic in South Korea enrolling patients,658,True,18.8269,population,1,"{""population"": {""innocuous_lesions"": {""selected"": true, ""comment"": ""Patients with recurrent aphthous stomatitis (RAS), a benign oral condition""}, ""suspicious_or_malignant_lesions"": {""selected"": true, ",
191,We conducted a prospective cohort study at a university dental hospital in Australia enrolling patients with recurrent a,636,True,18.7985,population,1,"{""population"": {""innocuous_lesions"": {""selected"": true, ""comment"": ""Patients with recurrent aphthous stomatitis (benign, non-suspicious oral ulcers); a sub-group of 543 participants with high-grade dy",
192,We conducted a cross-sectional survey at a university dental hospital in Brazil enrolling patients with recurrent aphtho,530,True,15.8056,population,1,"{""population"": {""innocuous_lesions"": {""selected"": true, ""comment"": ""Patients with recurrent aphthous stomatitis (recurrent benign oral ulcers), recruited at a university dental hospital in Brazil""}, """,
193,We conducted a pragmatic cluster RCT at a community oral health clinic in Germany enrolling patients with chronic period,493,True,20.3116,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": false, ""comment"": """"}, ""healthy_without_lesions"": {""selected"": false, ""comment""",
194,We conducted a cross-sectional survey at a specialist maxillofacial unit in the United Kingdom enrolling patients with o,664,True,17.1712,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral leukoplakia enrolled at a specialist maxil",
195,We conducted a single-arm pilot study at a community oral health clinic in China enrolling patients with oral submucous ,533,True,19.999,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral submucous fibrosis (OSF), a recognized pot",
196,We conducted a multi-centre observational study at a university dental hospital in India enrolling patients with oral li,528,True,28.0816,population,1,"{""population"": {""innocuous_lesions"": {""selected"": true, ""comment"": ""Patients with oral lichen planus, a chronic inflammatory oral mucosal condition (potentially malignant oral disorder), recruited fro",
197,We conducted a retrospective case-control study at a specialist maxillofacial unit in the United States enrolling patien,653,True,21.3727,population,1,"{""population"": {""innocuous_lesions"": {""selected"": true, ""comment"": ""Primary study population consists of patients with dental caries in high-risk adults (175 participants)""}, ""suspicious_or_malignant_",
198,We conducted a retrospective case-control study at a veterans' healthcare dental department in India enrolling patients ,603,True,16.868,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with erythroplakia, a potentially malignant oral dis",
199,We conducted a randomised controlled trial at a tertiary referral cancer centre in India enrolling patients with recurre,546,True,17.2664,population,1,"{""population"": {""innocuous_lesions"": {""selected"": true, ""comment"": ""Patients with recurrent aphthous stomatitis, a benign condition causing recurring oral ulcers; 480 participants (211 female, 269 mal",
200,We conducted a single-arm pilot study at a municipal public health dental screening programme in China enrolling patient,542,True,18.1394,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": false, ""comment"": """"}, ""healthy_without_lesions"": {""selected"": false, ""comment""",
201,We conducted a multi-centre observational study at a specialist maxillofacial unit in Germany enrolling patients with ve,652,True,16.7383,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with verrucous carcinoma of the oral cavity; a subgr",
202,We conducted a retrospective case-control study at a rural primary care dental practice in Germany enrolling patients wi,627,True,17.8687,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with erythroplakia, a potentially malignant oral les",
203,We conducted a retrospective case-control study at a rural primary care dental practice in South Korea enrolling patient,566,True,18.2876,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral squamous cell carcinoma (OSCC) enrolled fr",
204,We conducted a multi-centre observational study at a specialist maxillofacial unit in Taiwan enrolling patients with den,565,True,23.4504,population,1,"{""population"": {""innocuous_lesions"": {""selected"": true, ""comment"": ""Patients with dental caries (tooth decay) stratified by lesion severity, enrolled at a specialist maxillofacial unit; concurrent mal",
205,We conducted a pragmatic cluster RCT at a tertiary referral cancer centre in India enrolling patients with oral lichen p,617,True,26.1535,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral lichen planus (a potentially malignant ora",
206,We conducted a cross-sectional survey at a university dental hospital in Australia enrolling patients with recurrent aph,724,True,22.8088,population,1,"{""population"": {""innocuous_lesions"": {""selected"": true, ""comment"": ""Patients with recurrent aphthous stomatitis (RAS), a benign recurring oral ulcer condition; 545 participants enrolled""}, ""suspicious",
207,We conducted a retrospective case-control study at a municipal public health dental screening programme in South Korea e,594,True,20.8601,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": false, ""comment"": """"}, ""healthy_without_lesions"": {""selected"": false, ""comment""",
208,We conducted a pragmatic cluster RCT at a municipal public health dental screening programme in Brazil enrolling patient,563,True,19.5159,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral submucous fibrosis, a potentially malignan",
209,We conducted a randomised controlled trial at a specialist maxillofacial unit in China enrolling patients with recurrent,644,True,20.1983,population,1,"{""population"": {""innocuous_lesions"": {""selected"": true, ""comment"": ""Patients with recurrent aphthous stomatitis (benign oral ulcers), 157 participants recruited from a specialist maxillofacial unit""},",
210,We conducted a randomised controlled trial at a rural primary care dental practice in South Korea enrolling patients wit,586,True,19.0746,population,1,"{""population"": {""innocuous_lesions"": {""selected"": true, ""comment"": ""Patients with dental caries (tooth decay) in high-risk adults, recruited via purposive sampling stratified by lesion severity""}, ""su",
211,We conducted a prospective cohort study at a community oral health clinic in South Korea enrolling patients with dental ,709,True,23.4242,population,1,"{""population"": {""innocuous_lesions"": {""selected"": true, ""comment"": ""Patients with dental caries in high-risk adults (mean age 70 years); a sub-group of 227 participants also had high-grade dysplasia a",
212,We conducted a multi-centre observational study at a veterans' healthcare dental department in Germany enrolling patient,573,True,17.2728,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral potentially malignant disorders (OPMD), re",
213,We conducted a retrospective case-control study at a tertiary referral cancer centre in the United Kingdom enrolling pat,577,True,16.9241,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral squamous cell carcinoma (OSCC) at a tertia",
214,We conducted a prospective cohort study at a tertiary referral cancer centre in Germany enrolling patients with verrucou,692,True,16.7624,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with verrucous carcinoma of the oral cavity; 1144 pa",
215,We conducted a double-blind placebo-controlled trial at a veterans' healthcare dental department in India enrolling pati,683,True,17.0364,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral squamous cell carcinoma (OSCC); a subgroup",
216,We conducted a pragmatic cluster RCT at a rural primary care dental practice in India enrolling patients with oral poten,678,True,18.0584,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral potentially malignant disorders (OPMD), st",
217,We conducted a randomised controlled trial at a community oral health clinic in Brazil enrolling patients with oral leuk,640,True,21.8963,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral leukoplakia, a potentially malignant disor",
218,We conducted a pragmatic cluster RCT at a rural primary care dental practice in the United States enrolling patients wit,575,True,23.5293,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": false, ""comment"": """"}, ""healthy_without_lesions"": {""selected"": false, ""comment""",
219,We conducted a multi-centre observational study at a municipal public health dental screening programme in Brazil enroll,638,True,24.6406,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Sub-group of 27 participants with high-grade dysplasia underw",
220,We conducted a pragmatic cluster RCT at a community oral health clinic in Australia enrolling patients with chronic peri,680,True,27.502,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Sub-group of 39 participants with high-grade dysplasia underw",
221,We conducted a cross-sectional survey at a specialist maxillofacial unit in China enrolling patients with oral lichen pl,533,True,22.0455,population,1,"{""population"": {""innocuous_lesions"": {""selected"": true, ""comment"": ""Patients with oral lichen planus, a chronic inflammatory condition presenting as lesions in the oral cavity""}, ""suspicious_or_malign",
222,We conducted a retrospective case-control study at a veterans' healthcare dental department in China enrolling patients ,601,True,20.3634,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral submucous fibrosis (OSF), a potentially ma",
223,We conducted a multi-centre observational study at a rural primary care dental practice in Taiwan enrolling patients wit,669,True,28.5819,population,1,"{""population"": {""innocuous_lesions"": {""selected"": true, ""comment"": ""Patients with oral lichen planus enrolled at a rural primary care dental practice in Taiwan (n=274, mean age 38 years)""}, ""suspiciou",
224,We conducted a prospective cohort study at a municipal public health dental screening programme in the United Kingdom en,755,True,19.4684,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral potentially malignant disorders (OPMD), st",
225,We conducted a cross-sectional survey at a veterans' healthcare dental department in Brazil enrolling patients with dent,652,True,34.1511,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""A sub-group of 11 participants with high-grade dysplasia unde",
226,We conducted a multi-centre observational study at a tertiary referral cancer centre in Australia enrolling patients wit,512,True,18.9319,population,1,"{""population"": {""innocuous_lesions"": {""selected"": true, ""comment"": ""Patients with oral lichen planus, a chronic inflammatory condition of the oral mucosa (mean age 65 years, 41% female, never-tobacco ",
227,We conducted a retrospective case-control study at a tertiary referral cancer centre in Australia enrolling patients wit,708,True,25.7424,population,1,"{""population"": {""innocuous_lesions"": {""selected"": true, ""comment"": ""Patients with recurrent aphthous stomatitis (289 participants enrolled via consecutive enrolment at a tertiary referral cancer centr",
228,We conducted a cross-sectional survey at a veterans' healthcare dental department in Brazil enrolling patients with oral,626,True,21.0279,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral leukoplakia, including a subgroup of 315 p",
229,We conducted a single-arm pilot study at a veterans' healthcare dental department in South Korea enrolling patients with,661,True,19.3709,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with verrucous carcinoma of the oral cavity; a sub-g",
230,We conducted a multi-centre observational study at a university dental hospital in Germany enrolling patients with oral ,700,True,19.0031,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral submucous fibrosis, a potentially malignan",
231,We conducted a cross-sectional survey at a community oral health clinic in Taiwan enrolling patients with oral squamous ,533,True,17.9961,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral squamous cell carcinoma (OSCC) enrolled at",
232,We conducted a cross-sectional survey at a tertiary referral cancer centre in the United States enrolling patients with ,726,True,24.5138,population,1,"{""population"": {""innocuous_lesions"": {""selected"": true, ""comment"": ""Patients with oral lichen planus (OLP), a chronic inflammatory condition; includes a sub-group of 182 participants with high-grade d",
233,We conducted a retrospective case-control study at a municipal public health dental screening programme in Sri Lanka enr,721,True,25.386,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral leukoplakia stratified by lesion severity,",
234,We conducted a cross-sectional survey at a university dental hospital in Australia enrolling patients with erythroplakia,602,True,19.6218,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with erythroplakia, a potentially malignant oral les",
235,We conducted a prospective cohort study at a veterans' healthcare dental department in South Korea enrolling patients wi,648,True,19.969,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral leukoplakia, including a sub-group of 159 ",
236,We conducted a prospective cohort study at a tertiary referral cancer centre in China enrolling patients with oral submu,628,True,21.3266,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral submucous fibrosis, a potentially malignan",
237,We conducted a retrospective case-control study at a rural primary care dental practice in Taiwan enrolling patients wit,620,True,27.421,population,1,"{""population"": {""innocuous_lesions"": {""selected"": true, ""comment"": ""Patients with oral lichen planus (a benign inflammatory condition), 665 participants, mean age 71 years""}, ""suspicious_or_malignant_",
238,We conducted a randomised controlled trial at a rural primary care dental practice in Brazil enrolling patients with ery,711,True,20.6,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with erythroplakia, a potentially malignant oral les",
239,We conducted a multi-centre observational study at a university dental hospital in Australia enrolling patients with ora,720,True,19.4634,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral potentially malignant disorders (OPMD), wi",
240,We conducted a single-arm pilot study at a university dental hospital in Taiwan enrolling patients with chronic periodon,683,True,26.801,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": false, ""comment"": """"}, ""healthy_without_lesions"": {""selected"": false, ""comment""",
241,We conducted a double-blind placebo-controlled trial at a university dental hospital in Brazil enrolling patients with c,616,True,25.3323,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": false, ""comment"": """"}, ""healthy_without_lesions"": {""selected"": false, ""comment""",
242,We conducted a multi-centre observational study at a municipal public health dental screening programme in Australia enr,552,True,20.4643,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": false, ""comment"": """"}, ""healthy_without_lesions"": {""selected"": false, ""comment""",
243,We conducted a single-arm pilot study at a community oral health clinic in Sri Lanka enrolling patients with oral squamo,705,True,19.0853,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral squamous cell carcinoma (OSCC); a sub-grou",
244,We conducted a retrospective case-control study at a veterans' healthcare dental department in Taiwan enrolling patients,661,True,19.1561,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with erythroplakia, a potentially malignant oral les",
245,We conducted a randomised controlled trial at a municipal public health dental screening programme in India enrolling pa,611,True,25.3224,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral lichen planus, a WHO-recognized potentiall",
246,We conducted a pragmatic cluster RCT at a rural primary care dental practice in China enrolling patients with oral leuko,517,True,20.1774,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral leukoplakia, a potentially malignant oral ",
247,We conducted a prospective cohort study at a university dental hospital in Australia enrolling patients with oral submuc,710,True,22.8985,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral submucous fibrosis (a potentially malignan",
248,We conducted a prospective cohort study at a tertiary referral cancer centre in Taiwan enrolling patients with oral leuk,624,True,20.6423,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral leukoplakia, stratified by lesion severity",
249,We conducted a single-arm pilot study at a rural primary care dental practice in India enrolling patients with oral subm,566,True,20.8711,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral submucous fibrosis, a potentially malignan",
250,We conducted a multi-centre observational study at a veterans' healthcare dental department in South Korea enrolling pat,581,True,19.1485,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral squamous cell carcinoma (OSCC) recruited f",
251,We conducted a cross-sectional survey at a university dental hospital in South Korea enrolling patients with dental cari,621,True,23.1244,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": false, ""comment"": """"}, ""healthy_without_lesions"": {""selected"": false, ""comment""",
252,We conducted a double-blind placebo-controlled trial at a specialist maxillofacial unit in Australia enrolling patients ,589,True,23.9295,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral lichen planus, a potentially malignant ora",
253,We conducted a pragmatic cluster RCT at a community oral health clinic in South Korea enrolling patients with erythropla,642,True,20.6694,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with erythroplakia, a potentially malignant oral les",
254,We conducted a retrospective case-control study at a rural primary care dental practice in Sri Lanka enrolling patients ,610,True,23.1007,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": false, ""comment"": """"}, ""healthy_without_lesions"": {""selected"": false, ""comment""",
255,We conducted a prospective cohort study at a specialist maxillofacial unit in Germany enrolling patients with oral submu,532,True,23.4268,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral submucous fibrosis, a potentially malignan",
256,We conducted a randomised controlled trial at a municipal public health dental screening programme in the United Kingdom,571,True,21.6098,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": false, ""comment"": """"}, ""healthy_without_lesions"": {""selected"": false, ""comment""",
257,We conducted a double-blind placebo-controlled trial at a tertiary referral cancer centre in India enrolling patients wi,567,True,24.5659,population,1,"{""population"": {""innocuous_lesions"": {""selected"": true, ""comment"": ""Patients with dental caries in high-risk adults (88% cigarette smokers with \u226510 pack-years), mean age 31 years, predominantly f",
258,We conducted a double-blind placebo-controlled trial at a tertiary referral cancer centre in Australia enrolling patient,654,True,20.8194,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral squamous cell carcinoma (OSCC), recruited ",
259,We conducted a pragmatic cluster RCT at a rural primary care dental practice in Australia enrolling patients with oral l,610,True,25.0721,population,1,"{""population"": {""innocuous_lesions"": {""selected"": true, ""comment"": ""Patients with oral lichen planus, a chronic inflammatory oral condition, stratified by lesion severity""}, ""suspicious_or_malignant_l",
260,We conducted a single-arm pilot study at a municipal public health dental screening programme in Taiwan enrolling patien,732,True,21.7686,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral submucous fibrosis (a potentially malignan",
261,We conducted a randomised controlled trial at a municipal public health dental screening programme in India enrolling pa,660,True,22.0219,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral submucous fibrosis (a potentially malignan",
262,We conducted a multi-centre observational study at a community oral health clinic in the United States enrolling patient,636,True,20.4736,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral squamous cell carcinoma (OSCC) enrolled at",
263,We conducted a randomised controlled trial at a specialist maxillofacial unit in South Korea enrolling patients with ora,547,True,24.581,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral lichen planus, a potentially malignant ora",
264,We conducted a cross-sectional survey at a university dental hospital in Australia enrolling patients with oral squamous,659,True,22.9898,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral squamous cell carcinoma (OSCC); sub-group ",
265,We conducted a cross-sectional survey at a tertiary referral cancer centre in Australia enrolling patients with oral leu,628,True,24.8452,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral leukoplakia, a potentially malignant oral ",
266,We conducted a prospective cohort study at a tertiary referral cancer centre in Germany enrolling patients with erythrop,624,True,21.5866,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with erythroplakia enrolled at a tertiary referral c",
267,We conducted a multi-centre observational study at a specialist maxillofacial unit in the United States enrolling patien,702,True,31.4967,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral lichen planus (a potentially malignant ora",
268,We conducted a multi-centre observational study at a municipal public health dental screening programme in the United Ki,736,True,26.0741,population,1,"{""population"": {""innocuous_lesions"": {""selected"": true, ""comment"": ""283 participants with recurrent aphthous stomatitis enrolled from a dental screening programme""}, ""suspicious_or_malignant_lesions"":",
269,We conducted a prospective cohort study at a community oral health clinic in China enrolling patients with oral leukopla,691,True,23.861,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral leukoplakia (a potentially malignant disor",
270,We conducted a multi-centre observational study at a specialist maxillofacial unit in South Korea enrolling patients wit,630,True,21.9018,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with erythroplakia (a potentially malignant oral les",
271,We conducted a multi-centre observational study at a specialist maxillofacial unit in Brazil enrolling patients with den,523,True,23.0986,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": false, ""comment"": """"}, ""healthy_without_lesions"": {""selected"": false, ""comment""",
272,We conducted a single-arm pilot study at a university dental hospital in the United Kingdom enrolling patients with oral,600,True,23.8284,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral leukoplakia, a potentially malignant oral ",
273,We conducted a retrospective case-control study at a tertiary referral cancer centre in Brazil enrolling patients with o,585,True,28.0524,population,1,"{""population"": {""innocuous_lesions"": {""selected"": true, ""comment"": ""Patients with oral lichen planus, a chronic inflammatory condition of the oral mucosa, enrolled at a tertiary referral cancer centre",
274,We conducted a multi-centre observational study at a municipal public health dental screening programme in China enrolli,657,True,22.5751,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with oral potentially malignant disorder (OPMD), rec",
275,We conducted a multi-centre observational study at a rural primary care dental practice in China enrolling patients with,532,True,24.2583,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": false, ""comment"": """"}, ""healthy_without_lesions"": {""selected"": false, ""comment""",
276,We conducted a multi-centre observational study at a tertiary referral cancer centre in Taiwan enrolling patients with o,524,True,28.9253,population,1,"{""population"": {""innocuous_lesions"": {""selected"": true, ""comment"": ""Patients with oral lichen planus, a chronic inflammatory potentially malignant oral disorder; 871 participants (538 female, 333 male",
277,We conducted a multi-centre observational study at a tertiary referral cancer centre in China enrolling patients with de,583,True,25.4521,population,1,"{""population"": {""innocuous_lesions"": {""selected"": true, ""comment"": ""Patients with dental caries in high-risk adults, mean age 58 years, 72.2% female, with co-morbidities including HIV (30%) and alcoho",
278,We conducted a retrospective case-control study at a veterans' healthcare dental department in Brazil enrolling patients,642,True,22.8608,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with erythroplakia, a potentially malignant oral les",
279,We conducted a multi-centre observational study at a veterans' healthcare dental department in Brazil enrolling patients,552,True,24.0926,population,1,"{""population"": {""innocuous_lesions"": {""selected"": false, ""comment"": """"}, ""suspicious_or_malignant_lesions"": {""selected"": true, ""comment"": ""Patients with erythroplakia, a potentially malignant oral dis",
